ID	Average Num Places Added In Each Step	Average LPMs In Local Tree	Total number of lpms in Main Tree	Number of passed trace variants	Main Tree average width	Main Tree average width	Main Tree average height	Total number of Main Tree nodes
09674362-f942-4231-9f02-aaabad54d805	0	3	25	1	1.25	2	3	6
84d8504a-d32c-4694-b8b7-8654be6897a6	1	266	535571	96	3.0415592783505154	41	6	28324
731d9f32-5d37-4d19-9396-65bb06c4cc86	0	5	10081	96	2.0	6	5	31
8779aa88-c725-4b6b-bf46-bb107a38c89d	0	8	16142	96	1.5769230769230769	9	6	83
78b4ba67-3430-4f71-b5c6-2aec7de14069	1	1026	2257460	96	2.8731568559154765	42	7	49494
4ad8cc9a-db2d-48d4-8052-1a962e44bebd	0	7	16124	96	1.6818181818181819	6	5	38
02feaa11-ad47-4fff-b2e1-c62c1ed41a43	0	16	35235	96	1.4929577464788732	12	6	107
75722131-1bc1-4426-84c3-82b1a83f05f9	1	4274	4586129	38	2.903895097930729	42	7	52486
2edda24d-ed0a-44f0-90c5-24161ce3ac14	3	6869	151134	2	4.443678577906766	46	6	48997
e236908c-af98-4aab-ac9b-bddb725f0795	0	43	57751	84	2.0306429548563614	43	7	7423
b6453893-5d42-4bae-95bd-1240fecb5ebc	0	142	158345	84	2.1301741364544675	41	7	7463
f40158db-bc1b-4e01-b386-4a5512201f7e	0	881	978847	84	1.9839566977129761	47	7	81371
9eb47303-229f-4ede-8aad-ffdffcef7270	0	881	978593	84	1.9815823542343487	47	7	81125
96c11685-d628-428f-8815-43d5504dd2c6	0	2283	1096022	36	2.243745192643871	66	7	160440
b16960b1-80ea-4223-8515-fadb6557cec9	0	16	17880	84	2.4766666666666666	45	5	1487
bf2eca42-6710-430e-9f23-8fb79f6c2166	1	1380	1532068	84	2.8889160205929634	93	7	141971
61f593f1-1c5b-4bc0-96a6-ac20c4f52fbb	0	240	322760	84	3.0	32	6	3712
f41d1ce6-9377-4a28-b8db-876d83d8906d	0	240	323192	84	3.0048504446240907	32	6	3718
3c0c6e43-c4b3-4271-bb4a-1789476c8592	0	273	304009	84	2.1475057639907775	47	7	40984
5e309850-fd12-4f7e-a78e-2adfa5fdb678	0	274	304563	84	2.1486351967307593	47	7	41012
038fad41-d383-4a08-a952-11a611b17424	0	274	304185	84	2.1484858011107617	47	7	41007
6c63ef39-d5fb-4758-bd02-e7d02dff70d2	0	1573	696918	34	2.10314933741642	63	7	190927
c4c75829-a7d3-482f-87da-61f12e8b57cf	0	9	10634	84	2.3785425101214575	43	6	1176
06521c0f-9a1d-4015-bd87-e813ce3d9b9e	0	9	10634	84	2.3785425101214575	43	6	1176
30b64333-318c-4020-befb-66eda2283399	0	9	10634	84	2.3785425101214575	43	6	1176
abc1c4ed-7bfe-444a-9293-3738ecc02d26	0	3	291	7	2.477272727272727	16	4	110
e61a41b7-aa02-41e7-9973-e3301a2bde74	0	0	0	84	NaN	-1	0	1
6ddc091a-6805-417d-98d1-ea4e5f25f830	0	2	65	2	0.0	0	0	0
2562d0a0-aa51-49eb-aac6-c865a034e2ca	0	2	65	2	0.0	0	0	0
7913a7a0-e9ce-405a-a7e4-390cd935a77c	0	2	71	3	1.8333333333333333	4	3	12
31d0f60e-c846-4138-9eac-0c400f0306f0	0	11	13940	84	2.668831168831169	42	5	1234
d4ef3572-ebb1-48b0-8267-0cfab76b483e	0	1368	1659057	84	2.2828639176450176	94	7	78947
f0042467-a1b2-4add-9b6c-9315792dd6d1	0	256	310316	84	2.5969387755102042	44	6	7636
96ffa2d4-8bfe-419d-82fc-c8d711e815fb	0	255	309798	84	2.547189097103918	39	6	7477
56ba9672-3128-45fd-9d9f-f5fe1c5f1659	1	7468	716957	7	2.7362210903280113	62	7	191780
1392f407-0563-439a-bb83-688562dc89b9	0	256	310611	84	2.5969387755102042	44	6	7636
0e0ade0f-0327-40c7-bbe5-f5269015f632	0	0	0	226	NaN	-1	0	1
76e60638-9202-4ae8-86b2-3dd75037c1bf	0	255	310089	84	2.5972789115646258	44	6	7637
fc1db53f-d87f-4a76-8fb4-b976f3f678be	0	131	158946	84	2.367383512544803	41	6	5285
084ec0c1-943c-4d5e-9c4c-8b173fc9c707	0	35	43122	84	2.397163120567376	30	5	1353
9552a5d4-7c34-4761-af72-63dad614ad75	0	23	28164	84	2.3868778280542986	29	5	1056
4a333e63-71fd-45df-8837-76f3fff22b45	0	9	11679	84	3.5	29	3	211
503f929f-566d-475e-be0a-283e16417904	0	9	11679	84	3.5	29	3	211
08ecfa15-199a-4ae8-9a65-28d03ccb26f6	0	9	11679	84	3.5	29	3	211
9dbde6bd-1ce5-4b83-a96d-3f9f1facbc35	1	59	72281	84	4.1042345276872965	70	4	1261
abc3caa3-f67f-4f5a-a22c-c0ce4529e496	0	0	0	84	NaN	-1	0	1
7e0dd165-9c79-4542-bf0a-b0d9478a24fe	0	9	11679	84	3.5	29	3	211
5738a5e4-5064-42b4-baf1-86edd934ffbf	0	9	11679	84	3.5	29	3	211
f36a0428-5734-4331-b6f5-73d24a355da2	0	0	0	84	NaN	-1	0	1
e6fc9ac5-cd5c-48ab-b71e-6c1442f2fa95	0	9	11679	84	3.5	29	3	211
06300480-805d-4bbc-b1c2-9c6b9a056fa3	0	9	11679	84	3.5	29	3	211
5c2f7010-ba7d-4530-81fc-1a98776e0f07	0	9	11679	84	3.5	29	3	211
ea0db2a7-72d2-4e5c-bde1-9f43014cdd5a	0	9	11679	84	3.5	29	3	211
72167525-39a0-4c28-aa59-9df692668159	0	9	11679	84	3.5	29	3	211
6e4f8ec4-dc5b-44f1-b385-375020ab1873	0	52	63876	84	2.8789237668161434	41	4	1927
fe6ba173-6bfc-4072-bb8c-8e0c591a126e	0	48	58719	84	2.847662141779789	41	4	1889
7cfe7373-3ff7-48b3-8a05-4597df162945	0	9	11240	84	2.679558011049724	41	5	971
fde9039f-1894-459e-b711-ee2929d8ba89	0	313	380067	84	2.39343339587242	90	7	25515
0497c544-84d5-4f03-a25c-6c06b82204ca	1	589	714881	84	2.8940225636499046	136	7	104918
a516e186-cb4e-47f8-bfe5-7cb232dab127	0	1460	1428566	44	2.214919280014845	67	7	119363
0a0d9ed4-e150-43ab-9b72-b1f9e172c2ad	0	480	703931	84	2.5048258313591294	76	7	57096
37a190c1-7e0b-46d8-a1f6-3cdf13795ae2	0	17	56166	231	2.2435192458758837	42	6	2857
2fcbeea7-12c3-441c-8e0a-16a0672e5041	0	67	251674	231	2.045230552622316	45	7	11622
57e42cc8-fe6a-4411-b415-5467ae4df525	0	400	1960832	231	2.069266226485611	45	7	16611
78ede021-765a-4cdb-9e67-e688609eba7e	1	104	341478	231	2.5209342972908555	68	6	31732
c65a6353-dbc2-43d0-b6c9-42b3943151a4	1	513	1918369	231	2.1239203972937957	70	7	118040
02c2b830-bab1-492a-bcbb-27a63a5e3017	1	3505	3625010	48	2.0786352180582948	70	7	151758
5b5a1844-fbd7-4ba6-88ca-d4b0cf8c29b9	3	215	707749	231	2.344928088908259	91	6	86088
086f4a46-d61d-4237-a017-5a76b06e01e6	2	982	1872206	116	2.3074326426482483	93	7	148332
7c50d1ff-83be-4006-8f1a-74dc21c7f549	2	3619	474135	6	1.9155843493342857	92	7	187757
aeecb460-1cf0-409c-a1cb-7be624502fe8	5	756	990266	91	1.872826024152077	128	6	162066
ff1364d9-86bc-4b83-a311-dd9d15e86940	5	2849	994351	21	1.8321848828580516	135	6	155548
41aea741-87af-4588-a612-602dda7b2b90	5	8552	1120419	6	2.381677766756412	78	6	33616
ba44335d-f768-44c4-b700-646524f1612a	8	1308	1712594	91	2.7659699735060346	133	6	56377
1fef34e2-266f-4ca2-8d2e-b9b77835fe19	8	4634	1617604	21	2.5108511733980725	128	6	68261
11ad3fab-32fa-4d2a-8430-e9836a7803a4	8	11052	1447887	6	2.5219114034392582	117	6	63649
a781f605-c6f5-4a3b-ba9f-9dcaa9396d0c	0	3	699737	4366	1.8444444444444446	6	5	84
c3ec42d8-53b8-4a91-86c3-f2ab46302551	0	0	174428	4366	2.21505376344086	14	4	207
59cd07e2-a67a-47b6-8f3f-fe2eea4ae434	0	5	1163735	4366	2.3036020583190395	32	6	1344
c35322d8-6835-4594-b473-faabff748b84	0	3	701644	4366	1.8444444444444446	6	5	84
92b41f4c-002a-4e5d-8a6a-9009f48755b5	0	5	1228183	4366	2.353077816492451	52	6	2027
4a27e806-bdbf-4548-bf59-30414bc85452	0	64	14805951	4366	2.2093394077448747	59	7	19399
5df030de-675a-4853-a277-ea471b0d6b8a	0	3	707581	4366	1.7755102040816326	8	5	88
5c354c71-3156-4565-8743-96274ad35da7	0	6	1284059	4366	2.3861201676758266	75	6	5124
7a48a376-ca23-4039-9372-18d98ec71401	0	79	13478436	3204	2.045760908123448	85	7	63438
ad1cb7a4-39da-4f64-8a34-a698e1508688	0	41	8268832	4366	3.145418326693227	22	6	1580
372840d7-5870-4db5-b8b9-00dc97f1fe1f	0	9	1977355	4366	2.8780152971170816	120	6	14676
06dc4a63-34da-4947-86b5-ae4a198985fa	0	174	6430696	700	2.324325410648731	131	7	173484
61d7b27b-000d-40ed-8659-044f8103dcb8	0	41	8313736	4366	2.8143607705779337	23	6	1608
fdf1736b-c2d1-4a63-81a1-cbff46e0469a	0	185	9985644	1127	4.5026545908807	153	6	115341
a852370f-5bc4-46eb-9a93-483c00b267e7	0	5806	516784	1	2.4304489404770053	98	7	248546
228dddc3-417a-4fd5-a3a2-b19879102d8e	2	56	2991	2	NaN	-1	0	1
2078a7ab-7386-490b-9a95-558d071a8f59	2	136	7775	2	2.3076923076923075	3	3	31
ef5257be-fd44-4863-a96b-10381bfac214	2	250	16768	2	2.095890410958904	17	4	307
126c2a59-d782-4665-bb03-29b80e36547e	5	118	6277	2	NaN	-1	0	1
e65d3563-d519-400f-b60f-d3edb90f8d4d	4	252	14401	2	2.2941176470588234	8	3	79
b201b154-a33f-4f2c-8a5d-239971cdc314	4	463	31069	2	2.3961456102783725	25	4	1120
d0f73a03-f341-416a-9009-dec0524e52bc	7	157	8337	2	NaN	-1	0	1
00364cf2-9eb6-4f6b-9408-4a00197b3d07	6	366	20916	2	2.8524590163934427	11	3	175
285c2758-4d92-4563-be66-a23bda5b5708	6	719	48199	2	2.4619492656875837	46	4	1845
5ea702fc-ef6f-494a-be85-89ad6a5c7266	10	175	9286	2	NaN	-1	0	1
c5fb7a80-3572-4905-9048-f5c57ceed7a3	10	440	25094	2	3.7435897435897436	12	3	293
7f3bc9cb-d4d0-4688-917d-848011688f7f	10	898	60166	2	2.5148842337375963	48	4	2282
1af90d2c-9f7e-4c1b-9f5a-fb0c1410d331	10	175	9278	2	NaN	-1	0	1
4371dd19-349f-4170-b97f-553f2ecb3d9f	10	439	25049	2	3.3389830508474576	11	3	198
05fbdd23-38da-4c6c-9678-502966cf9ef8	10	891	59698	2	2.5729166666666665	47	4	2224
4873576c-d558-4657-811d-8c4749c8c9da	0	0	54185	11973	2.0625	6	5	67
6974e9f9-b906-40a9-b20a-b380f97a4a90	0	0	54185	11973	2.0625	6	5	67
248c21f1-38c7-4ff3-8803-75bd7af15809	1	44	88704	96	2.3100936524453695	30	4	2221
2d53f7a8-b73b-4328-9657-f3af2d7aa64d	1	153	336998	96	2.224287484510533	34	6	5386
80905151-85d7-4dc1-8daf-1a7f9096b5ae	1	465	1246223	96	2.240567951318458	36	6	5524
abe5c332-9b31-4afd-b3df-818ef92a8d73	2	255	513617	96	3.089802004804904	48	6	37298
d50f4fa0-d819-4978-a8f9-b871132347de	2	977	2149950	96	3.281385599764654	53	6	44618
16ae0582-576e-4dce-bb60-ee59a9e8f5ee	0	2	3274	84	NaN	-1	0	1
4b09910a-334a-45b8-9acc-b7cb90a6c851	1	5	6494	84	NaN	-1	0	1
0b981b6e-4a7b-4a9f-a848-76a09ebcbc4c	0	7	11540	84	2.3951612903225805	20	4	298
16cfd4c4-2a83-48dd-9bec-2f743d1e05a6	0	2	3274	84	NaN	-1	0	1
21f1932a-dda7-492f-b1e2-892cad84a260	1	5	6494	84	NaN	-1	0	1
dd4004c9-1bc6-4a94-9f3b-e17f379e63ec	1	9	11709	84	5.0	9	2	51
c6b2137a-969f-4b81-88d1-e959fbf3e622	4	23	28923	84	NaN	-1	0	1
7a0de2ca-cf59-4fb3-b2a3-634c3d065376	0	2	3274	84	NaN	-1	0	1
2cfac8a5-69c6-4eae-8568-1439881be119	0	9	11240	84	2.679558011049724	41	5	971
6391b865-1332-4bc0-85ae-7419cbffbfbd	0	82	134073	84	2.221396731054978	43	7	10466
e0452c3d-5ef3-4fba-99fa-495476fea217	0	201	328568	84	2.02965692726156	48	7	23133
7ff32281-74c5-4627-b46f-852b452be5d7	1	2785	598910	11	2.3699887536385287	75	7	143300
878e0765-9c7f-4f36-897a-417feb15542a	0	9	13455	84	2.0859188544152745	34	6	875
609c8023-0b78-499a-9c1a-234d88f14495	0	9	11240	84	2.679558011049724	41	5	971
428464d7-52e3-4caf-8333-7c89bfafe58b	0	312	379248	84	2.3917284066397824	91	7	25504
f26d8910-c908-43fd-8388-f6cfdbb4327a	0	337	408832	84	2.8991011887503624	80	6	29998
3d90eed9-2798-4371-9809-e62a996614c1	0	68	100966	84	1.8101291777732211	32	8	8829
6855990e-720b-45de-95e6-b12ccdf32ed0	1	14	312	2	NaN	-1	0	1
d2c53113-9605-47ea-b3cf-232a3759de87	1	14	312	2	4.333333333333333	8	2	40
8d331ba5-f4bc-47e0-9e2e-db8fcdff6e10	3	100	2404	2	3.02	28	4	454
3dcf31cc-9008-4527-9fdd-a2a211866b02	1	3	216	4	3.7142857142857144	6	2	27
7ae0fe1c-229a-4c03-8590-b45f3b4c4508	3	84	1012	1	2.686868686868687	22	4	267
683ead75-00f7-4a60-9948-bf9aaf2583ad	2	1	3	0	0.0	0	0	0
7603cdee-18a2-43ae-9d9d-78aa334d9717	1	14	312	2	4.333333333333333	8	2	40
db84fe77-de30-49b9-bf8d-79f3e70628c5	3	101	2432	2	3.160839160839161	27	4	453
fa7fc0a9-5978-4e0c-9c5d-c4a8bb918cb8	1	3	216	4	3.7142857142857144	6	2	27
0a58da73-fa0d-4b19-b815-5ea0c4b5bcd1	2	56	2990	2	NaN	-1	0	1
3f9ac667-93ce-46f2-9e52-a57c7b49665b	2	137	7844	2	2.3076923076923075	3	3	31
350ba6f6-a765-42b0-88b4-ba3e345f1aeb	2	250	16799	2	2.269230769230769	18	4	296
fbb43095-753d-4255-be8c-ccb1a220a1cd	5	118	6276	2	NaN	-1	0	1
792a0f28-ed02-4bda-b538-7bfab9da4c35	4	253	14475	2	2.764705882352941	8	3	95
3517b2d7-2976-43c2-bbe3-f08cad27527a	4	470	31537	2	2.4129464285714284	27	4	1082
b87dfeb0-f09e-4db1-8c25-b6b027d0886b	7	157	8334	2	NaN	-1	0	1
b79120b2-f3f8-4020-a5c4-5609f9a68413	6	367	20954	2	3.732394366197183	11	3	266
41288d35-919d-4e37-87a2-fdda41d51678	6	719	48222	2	2.4365733113673804	44	4	1480
cc242774-edc1-4b3b-9391-cbbe871db4f4	10	175	9281	2	NaN	-1	0	1
a0c2d1b9-5fca-45b5-a076-522ad94df9a8	10	437	24958	2	3.436619718309859	12	3	245
c0a3eca4-5e69-4990-894d-35684d40987b	10	893	59850	2	2.7742718446601944	50	4	2287
64eaca18-926d-453e-9515-975b81caa093	10	175	9279	2	NaN	-1	0	1
ea3136a6-23f4-463e-818d-716a46acb7b2	10	440	25093	2	2.5892857142857144	11	3	146
b298fb1c-fb2c-49b0-9f0e-26beda8505c1	2	56	2997	2	NaN	-1	0	1
b2fdedb0-6d9a-4345-b2a5-c13f4eb74a09	2	136	7766	2	1.6153846153846154	3	3	22
7dea6f53-3458-420f-914e-59bec0783334	2	248	16679	2	2.3311258278145695	18	4	353
be45bc0c-f2d5-40bc-813e-86b7fa3c2ccd	5	118	6278	2	NaN	-1	0	1
ad52481c-3579-436f-89af-110c7dfcc64d	4	252	14386	2	2.857142857142857	8	3	101
e241c3fa-1d68-470a-852b-2e9943899d57	4	470	31517	2	2.33806146572104	28	4	990
b2e22890-c09b-49d9-b82c-efbdd08301aa	7	157	8327	2	NaN	-1	0	1
081e3f05-0020-49df-8adf-232c77e9c3df	6	366	20903	2	3.4507042253521125	11	3	246
fb87d771-655c-4654-8222-cd3801c6206c	6	720	48274	2	2.3613086770981506	48	4	1661
871fd44d-a727-46f4-886d-87eab5c76978	10	175	9288	2	NaN	-1	0	1
b9973e64-1bc1-46d5-90d0-b5c12b8a0978	10	438	25011	2	3.0483870967741935	11	3	190
af376031-392d-491c-bf25-593e09caa5b7	10	880	59019	2	2.4655555555555555	47	4	2220
d1e90d77-ac96-4f9c-8e84-bc7c94305d1a	10	175	9282	2	NaN	-1	0	1
f4506d02-c7e4-4d66-b989-7751a03aee05	10	437	24962	2	3.2419354838709675	11	3	202
cbace795-a36c-4bbc-8345-5f55efc1e411	2	56	2997	2	9.567567567567568	42	2	355
3dd9b033-ce2d-4c37-bcd3-db6dd5fc1cdb	2	136	7787	2	11.382978723404255	42	3	536
01b2eeeb-182c-482f-9db0-438211e9bd7c	2	249	16732	2	5.097402597402597	41	4	786
c55bf842-c09c-4e83-8eac-345ef23d796c	5	118	6296	2	13.172413793103448	63	2	765
f3302c31-b967-41e7-a64e-322adf1ea018	4	252	14410	2	11.943181818181818	61	3	1052
ee49e233-f1fe-4ec3-a64a-33b45cef9d5f	4	467	31299	2	4.209150326797386	60	4	1933
f7cdeafe-103c-41df-8d94-d003634f18cd	7	157	8351	2	15.371428571428572	79	2	1077
d589ddb6-79aa-47ac-a8b3-8e7969d7ae50	6	367	20961	2	13.298387096774194	79	3	1650
710e137a-4c61-4250-9661-11030d6c0829	6	725	48622	2	4.351278600269179	79	4	3234
de84ed4b-ac63-4e83-a3e2-098a19c25ead	10	175	9292	2	15.7012987012987	89	2	1210
9b738ed2-8a03-4247-a8b0-79a676d85ec7	10	439	25038	2	13.38125	95	3	2142
2e11741a-9a55-4c5a-9f36-86a9509cbaf8	10	882	59112	2	4.433722163308589	95	4	4182
ff7951c8-5f43-40a0-a095-0532da692a8c	10	174	9262	2	15.25974025974026	89	2	1176
bd0275a1-da5e-482b-b05e-88d3ba5a357e	10	441	25159	2	13.700636942675159	95	3	2152
4575f993-819e-49da-bad7-75ac5d3b7577	10	884	59285	2	4.6434108527131785	95	4	4194
4baaf0c0-4583-45b7-90ba-f8ff708875c2	10	174	9254	2	15.12987012987013	89	2	1166
19ed6257-dbb5-4b6e-9420-6713eccd88a7	10	440	25111	2	13.51552795031056	95	3	2177
bfa1cc62-2e0e-423e-9fd6-075d3213f5c0	10	877	58794	2	4.670644391408114	95	4	3915
6a2a64e4-8f84-4554-99b2-e5bb04fd6143	0	17	56184	231	2.348982785602504	50	6	3003
05a38c98-1c91-41f3-bc74-72a7751c7d19	0	67	251353	231	2.07154129405576	50	8	11815
3eb4e884-9191-411e-9eb1-ad521d18e1c0	0	400	1961291	231	2.0856185630971584	50	8	16809
f8601d04-7ff9-48e0-9bda-b350ba3e6d9a	1	104	341318	231	2.555047710688798	75	6	31865
3b1211ce-38f8-4d2c-ac0d-43ecc4d6419f	1	512	1916561	231	2.09547764141866	75	8	124135
1f80e742-c4c8-4fe6-87b7-60f29af4e24a	1	4159	2957216	33	2.044282572842221	75	9	148743
8633c3d6-0128-428c-ae57-6fde6d70b8c5	3	215	707344	231	2.3574993863022664	100	6	86434
56fd0686-e193-4e9f-82f2-1d7e266a156b	2	948	1206430	78	2.3190317059255032	100	8	142262
7cf9d931-5c55-48a3-bb81-f4e0678ec93c	2	3617	473876	6	1.860347585030387	98	8	174483
eacec41b-55ca-4cd3-8157-b769fcd9e23a	5	756	989941	91	1.8701201482202343	142	6	149893
64ae0fc6-8b3b-425b-8cd4-45d0c581e932	5	2848	993994	21	1.8292995097976474	146	6	142926
a611f00f-0834-4d5a-999b-ea65a0f95547	5	3227	419571	6	0.0	0	0	0
47a05821-6367-424e-8524-acaf71df6405	8	1297	1698950	91	2.8286330864681934	152	6	57674
fcff188d-0e73-4d6d-ad31-88ec60428c39	8	4622	1613245	21	2.558626773505844	147	6	69611
491f11d0-d702-4b51-9848-34377160bede	0	3	699737	4366	2.796875	50	5	180
bdbd5eb0-1ae4-41d1-8b0b-1a370deeb515	0	0	174428	4366	2.789473684210526	50	4	319
c65ec374-8d54-46ec-ba49-d24f88ec5737	0	5	1163735	4366	2.4712837837837838	50	6	1464
b64136a7-fb7d-487e-92b7-1f811c507cc4	0	3	701644	4366	3.2916666666666665	75	5	238
349401ea-d346-464b-b29a-6c6610214b63	0	5	1228183	4366	2.580275229357798	75	6	2251
27d8fde3-fada-446e-93e1-b5a824e34356	0	64	12643207	3720	2.2177650429799427	75	9	17803
53b8455f-0d11-4d0f-8f15-fd707374356b	0	3	707581	4366	3.953488372093023	100	5	341
42218c4b-ca68-44db-9d7b-4af3dbfc91b5	0	6	1284059	4366	2.571230342275671	100	6	5560
ea2b7769-3e63-41ce-9230-1c6d6ec5ff41	0	80	10361091	2431	2.053866845998655	100	9	61083
bb982432-5fc8-48ab-9448-c7fac5481fcd	0	41	8267565	4366	3.971631205673759	149	6	2241
6887d81c-8a02-4911-9140-86938bdc4e9b	0	9	1977347	4366	3.074008982620582	150	6	15743
e1e0ed6a-87e7-4300-a7f1-faceb26a3985	0	175	5195344	562	2.3578783487992108	150	9	152966
9f8e608c-b75b-4ef8-bfc1-77dcacea6d26	0	41	8313882	4366	3.8858447488584473	190	6	2554
6047c905-4afb-49a7-ac21-eb68f3606106	0	183	7259017	831	4.566176757241433	199	6	117128
e0b9b339-c2ef-42a1-ae6b-ab547b3feda5	0	17	56167	231	2.355365474339036	50	6	3030
5ea5e371-6a5c-4f22-bc6f-8631788fc6de	0	1	5261	231	1.84	9	5	47
e0c672dc-0879-479a-a7a1-6e92b8e272de	0	1	5263	231	1.6896551724137931	9	5	50
a79feb0b-9e78-4207-905f-af1856121ed7	0	0	0	0	0.0	0	0	0
f344f94d-ab9b-484b-97ca-69297ee41ac9	0	1	5557	231	1.625	9	5	79
ea986fd8-3fa1-45c5-a308-ae52cc48b3f8	0	1	5682	231	2.3448275862068964	9	5	69
8c91ff95-c082-497b-8930-c26ac0e9907f	0	2	6684	231	1.7477477477477477	12	9	195
c8adef9a-24d5-4ada-ab8f-4451c1e4caea	0	2	6684	231	1.7118644067796611	11	9	203
4cc4a638-5f06-45b0-934e-ade7b4566c29	0	3	12870	231	1.522875816993464	13	8	234
e6bc46d1-9741-4359-bedc-5d12fc495c7a	0	3	12744	231	1.643835616438356	10	7	121
327b6d0c-a30c-43e5-b407-44499a22b11c	0	7	26857	231	1.3255813953488371	15	12	514
756e6410-9408-42a1-a182-f26f237957a2	0	8	43864	231	1.507936507936508	9	7	96
3eab71fa-8643-4023-bb96-c3222553aefe	0	16	80493	231	1.3019726858877088	17	20	859
08845507-3d24-46da-a6df-d90d58ed8250	0	1	5557	231	1.6111111111111112	9	5	59
c9ae13b9-1c59-400c-9260-6476aff5cfab	0	3	12870	231	1.4494949494949494	16	8	288
3cd49514-b01b-4292-9c54-231e9ebdaf75	0	3	12744	231	1.59375	8	7	103
3ded9f44-c334-4959-b287-dc4b8525338f	0	7	26734	231	1.3723723723723724	15	12	458
9e37d77d-4c10-4d51-bd76-65d2edbc73a4	0	8	43864	231	1.7352941176470589	9	7	119
6a9f35dc-16b8-4f2e-90a1-0886a448c432	0	16	79732	231	1.2921174652241112	14	18	837
ceef893b-827e-46e5-829c-b5108e13770b	0	1	5557	231	1.7297297297297298	9	5	65
0541dd28-5c0f-4ee9-bc74-920da474990c	0	3	12870	231	1.425414364640884	14	8	259
fb83e151-a6b8-4667-b8c3-09d381e7817e	0	3	12744	231	1.6714285714285715	9	7	118
effbe555-92d3-44c3-aea4-4b62261b6d6b	0	7	26734	231	1.3410596026490067	14	12	406
198df69d-ddaf-4a65-9e49-464f22fb7731	0	8	43864	231	1.6144578313253013	10	7	135
16c2c53d-96e3-4d90-bee7-325d03708ce9	0	16	79732	231	1.2651296829971181	15	18	879
d2ede706-9f01-40ca-b53e-069250e377b6	0	0	403	226	1.4	3	4	8
f0a6aa29-ec21-4da0-ac99-729de8a3baba	0	3	10392	226	1.4027149321266967	13	8	311
34df1bea-46a4-4c16-9faf-c93debbbe766	0	0	1128	226	1.4	3	4	8
870830f2-e89d-4aa3-9483-21354931eead	0	6	20489	226	1.4197080291970803	11	12	390
ee2cd0f0-253d-4a60-a0f5-bab675c72c90	0	0	3965	226	1.4	3	4	8
dcc5b776-2787-4dfb-b859-29c3c8b74ecd	0	12	55499	226	1.3822714681440442	12	14	500
84fb242b-700f-4bb8-89f1-b11538e8a9fc	0	1	2972	226	1.6	4	4	17
691727da-3356-4256-9fb3-16d2e708e244	0	3	10392	226	1.452513966480447	12	8	261
8bce66bf-b99b-4724-8695-7c02ffe9fd47	0	0	1128	226	1.4	3	4	8
4919f010-27ff-4971-8caa-a9f420dcddab	0	6	20401	226	1.3884892086330936	12	12	387
4a5258f6-4e6f-4a47-8a04-ab2355050512	0	0	3965	226	1.4	3	4	8
28acee8b-78d6-43ef-87d2-9619c670e8a5	0	12	54990	226	1.3892045454545454	12	14	490
973ce231-06d1-4774-915f-af0a818d4232	0	1	2972	226	1.5	4	4	16
117aaecc-d5b2-4ea0-aafc-fb49a22c2ffa	0	3	10407	226	1.4636363636363636	14	8	323
972e89ca-a001-4985-9a90-8635c8994f12	0	0	1128	226	1.6	3	4	9
38308ef3-d122-4573-9f9d-b27368eded3e	0	6	20493	226	1.3753581661891117	13	12	481
b10a39aa-bbde-4974-bc95-16e5df43fb1f	0	0	3965	226	1.4	3	4	8
aef3628b-e124-43a3-a6dc-333fa30db2b0	0	12	55520	226	1.4	15	14	554
5e4d30e5-fa5f-4e3c-9156-94e409e0e62c	0	0	59020	4366	1.5333333333333334	5	5	24
a3e02162-c803-4a01-9bb8-490916542017	0	2	489666	4366	1.5681818181818181	23	6	277
5d93e204-70c3-44cd-998a-3bf5691df48a	0	0	183106	4366	1.75	6	5	43
c66ee901-3c10-4335-95c6-59f48879ed95	0	4	991395	4366	1.4039408866995073	31	10	571
c11a22fc-f219-4363-8b73-a637cf6f8d22	0	1	281962	4366	1.65	5	5	34
7c429934-cfa4-4cf2-9802-41e1e9257cda	0	12	1074434	1591	1.3373493975903614	28	16	1555
bd8d038f-10ff-4f41-a76f-c666adc72ac5	0	0	130480	4366	1.8	13	5	46
038e5da0-ad65-407f-9d97-83d84592fe87	0	2	489666	4366	1.5426829268292683	23	6	254
fbd54937-04a6-452f-8f48-0505fc4ddef0	0	1	255632	4366	1.6818181818181819	10	7	75
a1eb9c12-7262-4128-80de-79f5614aabf1	0	4	991395	4366	1.4349030470914128	26	10	519
4251a70c-bf35-407e-8b03-ae32cf7383ce	0	3	802827	4366	1.509433962264151	12	8	161
780dd590-0239-4911-908d-df69c2b911df	0	12	1072311	1590	1.2664536741214059	28	16	1983
a736264c-d057-4529-aa88-d161471666dc	0	0	130480	4366	1.9130434782608696	13	5	45
5b007c97-2ecc-4d5a-b56a-955a89753b93	0	2	489666	4366	1.6622516556291391	25	6	252
dd3829d7-291d-4e71-a83a-c1f229023c62	0	1	259551	4366	1.5853658536585367	12	7	66
f5e2dc02-44e5-41e8-8e10-9130e42ddbe2	0	4	991395	4366	1.4098360655737705	28	10	603
27a98204-7a3e-49ec-8117-be90fad7f16b	0	3	802827	4366	1.4333333333333333	11	8	173
a2820905-5e96-46dc-adca-4a929cc4ed71	0	12	1082012	1605	1.3041880969875093	28	16	1776
82d67486-976a-448e-b087-3e26f0d293c7	0	1	73	2	2.125	6	3	18
9234b4fb-8711-4f3f-82c8-b1383b13ab48	0	4	259	2	1.5666666666666667	8	7	95
