ID	Count Places	Average number of input transitions	Average number of output transitions
0ff2d6d5-32b7-4a97-bcb7-8183c188b79b	50	1.48	1.46
8aa7070a-b201-404b-9e3c-1ed114673fe9	28	1.3928571428571428	1.3928571428571428
fcbd363b-8832-47d4-a4d4-55eca9ea56fb	24	2.25	2.4583333333333335
e19287ca-3831-4bbe-ad6f-979bb3146320	50	1.48	1.46
739c2999-6835-4298-931e-45047e1f9151	28	1.3928571428571428	1.3928571428571428
3c550d12-da36-4d2a-b3fc-fab445baa726	24	2.25	2.4583333333333335
7732eb87-1f3c-4fd1-878b-262bccb80dcf	50	1.48	1.46
082971be-e210-4d90-b2cd-f253e256a6c7	28	1.3928571428571428	1.3928571428571428
e362e1dc-5f6e-449a-a629-be6b1cb94f01	24	2.25	2.4583333333333335
ba4ae5d3-69d6-4c3d-9487-8d829ac58423	50	1.48	1.46
bd651ed5-5179-4ea6-b0b3-dcfa4dc78ccb	28	1.3928571428571428	1.3928571428571428
a7403c2e-82ce-4d00-a974-1940153873f3	24	2.25	2.4583333333333335
e378eb44-1380-4fa9-b5a4-8c273e9da8e1	100	2.02	1.97
b9c4a744-b2e3-46ca-a54b-e81a2a3c6f42	28	1.3928571428571428	1.3928571428571428
7be00508-92b6-4bce-9aa9-441ac839a479	24	2.25	2.4583333333333335
1251899e-45fc-40e9-8925-d7df5f7c5060	100	2.02	1.97
2493fa7c-db0d-4312-880c-35740b57852f	28	1.3928571428571428	1.3928571428571428
a8141ca0-11c0-4a6f-8728-57611c8b7e8e	24	2.25	2.4583333333333335
201590fb-628a-4cb2-aab9-e8605b46309a	100	2.02	1.97
d6077b2a-f75c-4d7c-9268-5da8e1c96567	28	1.3928571428571428	1.3928571428571428
f5f60b64-d6f9-4d8b-a211-6575f70819b5	24	2.25	2.4583333333333335
1476fb65-44ab-4e46-91bf-801d14adb271	100	2.02	1.97
d484a8d6-9094-4b4d-b363-c71ef538e87d	28	1.3928571428571428	1.3928571428571428
dcdac0c8-7d6a-472d-8671-f0c9bcd69be2	24	2.25	2.4583333333333335
3cbf7659-7db9-4c97-807c-efda8172fa31	100	2.02	1.97
381f1e51-dcd1-4ec6-afb9-2f8924639f02	28	1.3928571428571428	1.3928571428571428
0275df16-7fd5-4687-bdea-a899e722e530	24	2.25	2.4583333333333335
784e4081-d5cc-41c0-a34d-0649ca3616d8	250	2.936	2.876
d0cf7135-05b7-41cb-ba92-ac21f808ff13	28	1.3928571428571428	1.3928571428571428
70112dc8-4d4a-424e-933d-a04b0d853176	24	2.25	2.4583333333333335
1f7bf12f-5695-47b6-a1f7-8fe1639cd645	250	2.936	2.876
94d928a4-ed68-4f2f-930b-6f2c5bf92d72	28	1.3928571428571428	1.3928571428571428
95c5cfa9-ce9b-4d4f-8c42-cc8f46c5dc7e	24	2.25	2.4583333333333335
4b6a3231-f83e-4ce2-8a13-3869d220a6cc	250	2.936	2.876
5e4967e9-f22a-431e-b607-8fe64a8ed079	28	1.3928571428571428	1.3928571428571428
d392c209-f30c-4a02-8054-1a062e86a4ba	24	2.25	2.4583333333333335
eea52344-ced9-423a-8d0d-2f19657f5dff	250	2.936	2.876
1cfd003d-b105-48ea-adfa-512342861a0a	28	1.3928571428571428	1.3928571428571428
ca51f5ab-39e3-4cd5-8055-0eb5210823c1	24	2.25	2.4583333333333335
cb2f181f-23f5-474f-b9f7-27a19a5a09c2	250	2.936	2.876
8d93ba29-0738-419a-b2fc-39849d8bf89f	26	1.4230769230769231	1.4230769230769231
76a2e97a-be87-47b5-b055-cdbd03ce22e1	24	2.25	2.4583333333333335
fc1b5384-a5a5-4874-9f73-8b3d62f4c772	500	3.806	3.732
1451d155-fd0d-4ef4-8db1-81df995c37f8	24	1.4583333333333333	1.4583333333333333
e53f256a-ff84-42d8-a8bd-8f54baf21530	24	2.25	2.4583333333333335
f14baf54-59cf-488c-8c42-007de8d97751	500	3.806	3.732
ee8ec941-bc12-454e-b70c-807bef4b6110	28	1.3928571428571428	1.3928571428571428
e8fbe82b-22c7-493c-96fa-1b8c02ad214e	24	2.25	2.4583333333333335
06a2b40f-1a40-4620-87cf-e29e88d9b82b	500	3.806	3.732
52df6c98-b61c-4f7b-9b8d-0eb7bda11b5b	28	1.3928571428571428	1.3928571428571428
86b85a42-11c3-4125-92da-8c78e2e6b470	24	2.25	2.4583333333333335
562de8a5-e93e-4f78-a71e-4a477455e607	500	3.806	3.732
92fdc40c-6f3e-4332-a513-32d3d217c23d	28	1.3928571428571428	1.3928571428571428
519afb73-0bf5-426e-8a0e-f6a1efbc3d4a	24	2.25	2.4583333333333335
d2122190-c75c-4cfe-98e8-8ab55f1f6a10	500	3.806	3.732
e66d6ab9-6b93-452b-b502-1ad2a2a7225a	28	1.3928571428571428	1.3928571428571428
aa2dffe4-a717-40c4-a06e-9dd40f60d649	24	2.25	2.4583333333333335
dcc69d13-8872-4aa6-9bdc-d21bc08116c3	8	3.5	3.5
15778c5f-a8ca-49e9-8181-54ee4aac9ef2	37	1.4864864864864864	1.4864864864864864
383e225d-8bc1-4f63-8520-0a1d4ffa9540	22	2.090909090909091	2.227272727272727
53aab3ef-bb57-4700-b7ed-991597e5a5ff	8	3.5	3.5
ca529cdc-aca4-43ec-9c7d-c0dbb7a09707	37	1.4864864864864864	1.4864864864864864
3b9b7cc1-ec4c-4d16-8ad1-b58549d7c678	22	2.090909090909091	2.227272727272727
bf26c5f9-85df-4306-b635-c7c6e9a32bec	8	3.5	3.5
50ac6525-7461-424d-8491-29afaa3def76	37	1.4864864864864864	1.4864864864864864
b4b1962e-331b-4701-8e62-e4a1127c8faf	22	2.090909090909091	2.227272727272727
376a0199-3c0e-4012-bf85-4c46cf274c23	8	3.5	3.5
76b4a9ff-498e-4bc1-b62f-4ce79ee76ae0	37	1.4864864864864864	1.4864864864864864
e36d88c7-b400-4d2a-8725-92529ac414c3	22	2.090909090909091	2.227272727272727
5cb831fb-5318-4164-b927-b141cccb87ad	8	3.5	3.5
f68de36e-cc47-4d69-bf83-ede5ed41c2da	35	1.5142857142857142	1.5142857142857142
5a09553b-e0cd-4e6b-acc9-9542cc020cb5	22	2.090909090909091	2.227272727272727
82669926-74ee-4244-a04f-53d41dc07e1a	8	3.5	3.5
1904aad9-404a-442a-b756-569c69d1c12e	37	1.4864864864864864	1.4864864864864864
5a58ccc6-bac2-4c71-9a21-538e167f8b89	22	2.090909090909091	2.227272727272727
b2ddf95b-82e2-4f73-98fc-96507222e139	8	3.5	3.5
79f6cf6a-ed3f-472f-9ac6-eb03a8566b59	37	1.4864864864864864	1.4864864864864864
b29097b1-cbf9-4f4d-8987-6c84e529cc69	22	2.090909090909091	2.227272727272727
1701e27d-5a70-4f83-aaca-173bb6872657	8	3.5	3.5
35a345cd-6c4e-46b7-a4d6-8b5ac3623a9a	37	1.4864864864864864	1.4864864864864864
49060fa0-cebe-4373-a027-5a77adb73977	22	2.090909090909091	2.227272727272727
5d11d5be-2832-4e58-b009-20b35dbd15a1	8	3.5	3.5
ba0f8a30-cdbf-4ead-a5df-ad41a9a64817	37	1.4864864864864864	1.4864864864864864
2acdae9f-087b-45f2-ac19-b75dd9177844	22	2.090909090909091	2.227272727272727
d1bfd7d2-f88d-48ef-8435-c940915990b4	8	3.5	3.5
554e32af-64f6-426b-97d7-8f2df48c2f87	37	1.4864864864864864	1.4864864864864864
f759dada-21ab-4366-82d0-71957d270896	22	2.090909090909091	2.227272727272727
736f8c6a-08ee-4baa-9f68-a4978d9383d9	8	3.5	3.5
d76e1a6b-0528-48ac-b050-2184952802ab	37	1.4864864864864864	1.4864864864864864
572f16a8-7b01-457c-9cb1-568bddcb6dbd	22	2.090909090909091	2.227272727272727
a6eb4f8b-a32f-47bc-af0c-b85927cbac16	8	3.5	3.5
e59b8fad-5cf8-4875-89bc-e4c431635fcf	37	1.4864864864864864	1.4864864864864864
9383ce41-8907-48e6-b5a9-d9c7496d40e2	22	2.090909090909091	2.227272727272727
79a2c818-307c-498e-bcf7-1bb1194a03bf	8	3.5	3.5
43ae44d4-da31-45b7-85e4-d79352f7bdf8	37	1.4864864864864864	1.4864864864864864
12df4eb2-a17c-419f-88bf-cf8a02bab714	22	2.090909090909091	2.227272727272727
27dd037d-95a6-4aae-86a2-694ecb6532ac	8	3.5	3.5
cb185491-552d-45af-a89d-ae7ba1cc3310	37	1.4864864864864864	1.4864864864864864
836f5dc4-7fdb-4303-ba49-d76b7eb84f76	22	2.090909090909091	2.227272727272727
45ee758e-e499-40cc-9b54-d0f7a17f7391	8	3.5	3.5
d96767e4-d1ee-45a0-ae38-2b7994ec4c4a	37	1.4864864864864864	1.4864864864864864
66d81d8d-b60e-448a-a2b8-9c821986f3be	22	2.090909090909091	2.227272727272727
d5db5a56-18ef-49c5-b7c1-3ba336522095	8	3.5	3.5
45bb4cae-baf1-4edf-b5df-013c865aed3f	37	1.4864864864864864	1.4864864864864864
52ef1904-f368-4080-92ba-72a72f6ca086	22	2.090909090909091	2.227272727272727
e8be6812-a379-45ae-9eaf-ba66c3c77592	8	3.5	3.5
1d126881-0d9c-4740-a8df-ca8391d06dc7	37	1.4864864864864864	1.4864864864864864
1bfad114-8b24-4356-8171-1e34d5193261	22	2.090909090909091	2.227272727272727
0e97759e-41b7-4d32-b923-84d2c5caae1d	8	3.5	3.5
30ea6b16-5b9e-4361-9920-1681695ee57f	37	1.4864864864864864	1.4864864864864864
fb9b65ff-0d75-4ecd-be56-73512be3a3cb	22	2.090909090909091	2.227272727272727
3fffce31-b144-44fd-805b-5868107bde41	8	3.5	3.5
f91e5b0f-ae0a-4881-9dc4-63db74cd5d89	37	1.4864864864864864	1.4864864864864864
4027efde-b54e-487a-ae47-ac7c7e16d56c	22	2.090909090909091	2.227272727272727
5395d608-fa0a-467d-a7e7-7c2da19719f3	8	3.5	3.5
7af5c293-f340-43c3-8ed1-a310ef010274	37	1.4864864864864864	1.4864864864864864
c3768608-7f1e-4c50-b336-ab9bc692831d	22	2.090909090909091	2.227272727272727
ff43441c-e359-4b05-a810-220d4db8bc68	50	1.0	1.04
c602a34c-32d0-4a3c-a1ee-6bcba5473552	50	1.42	1.54
f6e9f264-c4c2-4b0c-9604-f4c1a2783777	46	1.6304347826086956	1.565217391304348
d17eacf3-d164-4312-9aae-48f683250742	50	1.0	1.0
1b35fa4f-dc60-40fe-ac2c-e4ede8eb5646	50	1.42	1.54
54a4b7b2-ccc7-4e68-9fe4-c6e1d2079a21	46	1.6304347826086956	1.565217391304348
c3b478cd-e879-442e-905b-06d659bb3ccc	50	1.0	1.0
b998d687-9fff-49d9-8ad5-d998000e2ca2	50	1.42	1.54
a846998b-c42b-4ebb-b2cb-44df7555161a	46	1.6304347826086956	1.565217391304348
50aecbc8-a1fd-4180-9c9a-58c709084310	50	1.0	1.0
6e35554c-3b65-415c-8aa7-fb38178c8690	50	1.42	1.54
0b78d215-daa4-4ccd-8365-9d77a1954569	46	1.6304347826086956	1.565217391304348
c03fae87-f92e-4693-a886-1621e4113e39	50	1.0	1.0
16813a67-f191-485d-9f1e-dcb8c68500b0	50	1.42	1.54
68d3fad7-8daa-4ed8-85bc-a6256b92c733	46	1.6304347826086956	1.565217391304348
88b3360a-3402-403e-87d1-07032dab6475	100	1.24	1.28
f6d83fa2-600d-4210-a333-594942ac5c11	56	1.5714285714285714	1.5714285714285714
badb6ebc-e097-43d2-b2d6-1d2ab0569810	46	1.6304347826086956	1.565217391304348
550f3b94-57c2-4847-95e9-1ecf989695dd	100	1.28	1.11
8474f7e4-2b01-4834-950b-f806725da763	56	1.5714285714285714	1.5714285714285714
080a4aaf-64ab-4a70-9bac-ce999625b6cf	46	1.6304347826086956	1.565217391304348
09d9ffe0-f777-4d75-8deb-5b348efdbe08	100	1.28	1.11
7f81b340-7a24-4d29-b826-4986229caa3a	56	1.5714285714285714	1.5714285714285714
ff830334-d9a3-40c2-931f-c91a4e0f100e	46	1.6304347826086956	1.565217391304348
cd32b6b9-f07e-465a-8b95-8190a2775082	100	1.28	1.11
0516c441-3435-449f-9c4c-8fd3046ba212	56	1.5714285714285714	1.5714285714285714
f004fb66-1fa6-45f5-99bb-06ed01466d32	46	1.6304347826086956	1.565217391304348
435c112b-26da-4a3a-a28b-2c15da659c66	100	1.28	1.11
dbcab5ce-2973-40b0-8b08-33a3c7d4b7a6	56	1.5714285714285714	1.5714285714285714
68ac47bc-fb5d-4592-ab90-26f06989592f	46	1.6304347826086956	1.565217391304348
401e7af7-c5d0-4b3b-b194-d5eeddc01bd8	250	1.552	1.66
3fe9a795-f485-4ac4-ae0b-81bd420c1851	56	1.5714285714285714	1.5714285714285714
df99a566-61e4-45ef-ad42-e07c9aba2c8b	46	1.6304347826086956	1.565217391304348
e7f678e5-40b1-4618-9c08-46ece28a6fe6	250	1.368	1.548
9643c107-aa73-4c15-9fdb-1f989210fced	56	1.5714285714285714	1.5714285714285714
1da98114-489c-46ba-90f6-7f669afb95f4	46	1.6304347826086956	1.565217391304348
df283397-248d-4349-bbe3-c95ff16fcc04	250	1.368	1.548
890a541c-0041-4b6d-8ea0-f82a508c06c3	56	1.5714285714285714	1.5714285714285714
44a298f9-ab4e-4384-b6fc-739e2985cc74	46	1.6304347826086956	1.565217391304348
89d39695-ade7-4591-a1b6-2cb00df4c67c	250	1.368	1.548
9bc8e96a-ac59-478f-8a06-9a37d906df16	50	2.22	2.36
4220b816-28f5-4c41-a196-61d3eb0c9f4b	11	1.4545454545454546	1.5454545454545454
10f3c62b-8ad5-4ebc-aeb1-c9f07c770046	12	1.5	1.5
d334af1f-3a6b-4eb3-8c4b-12dc8d036860	50	2.16	2.2
a17d0a9f-009d-4cf4-abe5-6cd3c28c8cbc	11	1.5454545454545454	1.5454545454545454
b92f8fd1-2874-400e-8a35-90eb87d149be	12	1.5	1.5
0e0a5439-00dd-4647-8897-4e61b76be91e	50	2.14	2.18
a218af1d-1204-4e33-8eb2-22f3c6931b7c	11	1.5454545454545454	1.5454545454545454
bcd13017-9f65-4d13-a85d-27cfe47552d1	12	1.5	1.5
5ed50005-502a-4503-9fe6-0a4d6510fe1a	50	2.14	2.18
14909c1a-12d5-495d-8d43-76d299898846	11	1.5454545454545454	1.5454545454545454
a35ee50d-467e-4264-9de0-a6fc5514e121	12	1.5	1.5
e34bfce8-c350-48e2-828c-d82155f9b9db	50	2.1	2.14
84caeb6f-f390-42d4-a8fb-dd8223585ec6	11	1.5454545454545454	1.5454545454545454
d51d06af-2e2c-4b09-8c76-ab0a67759026	12	1.5	1.5
b32bf009-16f5-4cf5-9d2d-2bca21ba04a9	100	2.88	2.93
c01bb863-ea47-4c04-a856-ed0e0962cd1b	11	1.4545454545454546	1.5454545454545454
763798db-ac91-4b98-859e-a2be1c85d170	12	1.5	1.5
2ce64091-adea-4acd-b4ff-d324bcf75514	100	2.77	2.77
c026f03c-d713-4100-859c-7f60969b197b	11	1.5454545454545454	1.5454545454545454
36ad8dd2-1511-4add-83a4-0574cb6d33c2	12	1.5	1.5
6673a321-f8fa-4148-9d2d-5954bc588216	100	2.75	2.75
b9b7ee9a-b0c7-4d78-8779-7284eecbddb4	11	1.5454545454545454	1.5454545454545454
c705df37-0e9a-4fa5-ae15-4649fa50a529	12	1.5	1.5
7b0beed4-92d9-454b-ab01-df5a021cdfda	100	2.75	2.75
9498d78c-143f-4fd1-be36-d5744ded561b	11	1.5454545454545454	1.5454545454545454
aef164fa-acbb-4eeb-ab5a-d8df47cd918f	12	1.5	1.5
7189f66a-4868-40ca-87c5-088d89027138	100	2.72	2.72
8b07118d-32e8-4369-aa6d-d38cad1c0036	11	1.5454545454545454	1.5454545454545454
e289c3f2-5bc1-46fe-a532-c72024f6329d	12	1.5	1.5
72ce4ee3-44f2-41f8-8e65-83a3ccb8e56f	117	3.1452991452991452	3.1880341880341883
a0152198-3fdb-4c1f-af4e-b0aa01b8b024	11	1.4545454545454546	1.5454545454545454
e4bde6f7-d5d2-4fcf-9a2b-0181c979a8ec	12	1.5	1.5
37b12199-c78d-4ed4-9bc7-22a97a453ae0	125	3.112	3.112
bbdb726d-06a7-4f92-bba3-4e086309aac7	11	1.5454545454545454	1.5454545454545454
4c30611f-019f-44a9-8d0d-2129707feee8	12	1.5	1.5
c58ac749-200b-4844-bd25-82b5f87df8fe	126	3.1031746031746033	3.1031746031746033
bc722abf-c207-4496-bdf7-10b99ad1e980	11	1.5454545454545454	1.5454545454545454
f708d06f-23c0-4785-9035-0c454374564f	12	1.5	1.5
944a3faf-2743-44b6-819a-eedd03b56498	126	3.1031746031746033	3.1031746031746033
c17fa4ad-5cba-496c-848a-e01bb41a1ef4	9	1.0	1.0
45d03509-4e7b-41f3-93d9-d239e62dd6df	0	NaN	NaN
979a7b4d-6713-44eb-80b9-47d96edac8f9	0	NaN	NaN
332ded59-7818-4ce7-9787-c11b87830ad0	2	1.0	1.0
1ed5a82f-30f1-4f66-9e69-ae00aa33fb4c	2	1.0	1.0
7aff5a15-2a92-41d8-b9fc-b64d7a81a6ba	2	1.0	1.0
db4fec76-e6de-4eaf-b2f9-33a6d34db01c	2	1.0	1.0
165b1a5a-eb19-4070-86df-ff3435952cae	2	1.0	1.0
d5f99706-399f-42b7-b5a8-d8e28580b22a	2	1.0	1.0
493add12-a6c9-4837-94c2-e22b86d2352b	2	1.0	1.0
09674362-f942-4231-9f02-aaabad54d805	3	1.0	1.0
84d8504a-d32c-4694-b8b7-8654be6897a6	50	1.82	1.64
731d9f32-5d37-4d19-9396-65bb06c4cc86	12	1.5	1.5
8779aa88-c725-4b6b-bf46-bb107a38c89d	24	1.375	1.2916666666666667
78b4ba67-3430-4f71-b5c6-2aec7de14069	50	1.82	1.64
4ad8cc9a-db2d-48d4-8052-1a962e44bebd	12	1.5	1.5
02feaa11-ad47-4fff-b2e1-c62c1ed41a43	24	1.375	1.2916666666666667
75722131-1bc1-4426-84c3-82b1a83f05f9	50	1.82	1.64
2edda24d-ed0a-44f0-90c5-24161ce3ac14	50	1.64	1.6
e236908c-af98-4aab-ac9b-bddb725f0795	50	1.2	1.16
b6453893-5d42-4bae-95bd-1240fecb5ebc	50	1.3	1.06
f40158db-bc1b-4e01-b386-4a5512201f7e	50	1.42	1.22
9eb47303-229f-4ede-8aad-ffdffcef7270	50	1.42	1.22
96c11685-d628-428f-8815-43d5504dd2c6	70	1.6	1.4285714285714286
b16960b1-80ea-4223-8515-fadb6557cec9	50	2.18	1.98
bf2eca42-6710-430e-9f23-8fb79f6c2166	100	2.44	2.21
61f593f1-1c5b-4bc0-96a6-ac20c4f52fbb	47	1.6595744680851063	1.7234042553191489
f41d1ce6-9377-4a28-b8db-876d83d8906d	47	1.6595744680851063	1.7234042553191489
3c0c6e43-c4b3-4271-bb4a-1789476c8592	50	1.64	1.46
5e309850-fd12-4f7e-a78e-2adfa5fdb678	50	1.64	1.46
038fad41-d383-4a08-a952-11a611b17424	50	1.64	1.46
6c63ef39-d5fb-4758-bd02-e7d02dff70d2	70	1.7428571428571429	1.6142857142857143
c4c75829-a7d3-482f-87da-61f12e8b57cf	50	1.2	1.16
06521c0f-9a1d-4015-bd87-e813ce3d9b9e	50	1.2	1.16
30b64333-318c-4020-befb-66eda2283399	50	1.2	1.16
abc1c4ed-7bfe-444a-9293-3738ecc02d26	50	1.2	1.16
e61a41b7-aa02-41e7-9973-e3301a2bde74	0	NaN	NaN
6ddc091a-6805-417d-98d1-ea4e5f25f830	50	1.2	1.16
2562d0a0-aa51-49eb-aac6-c865a034e2ca	50	1.2	1.16
7913a7a0-e9ce-405a-a7e4-390cd935a77c	50	1.2	1.16
31d0f60e-c846-4138-9eac-0c400f0306f0	50	1.2	1.16
d4ef3572-ebb1-48b0-8267-0cfab76b483e	100	1.42	1.38
f0042467-a1b2-4add-9b6c-9315792dd6d1	50	1.64	1.46
96ffa2d4-8bfe-419d-82fc-c8d711e815fb	50	1.64	1.46
56ba9672-3128-45fd-9d9f-f5fe1c5f1659	100	1.82	1.73
1392f407-0563-439a-bb83-688562dc89b9	50	1.64	1.46
0e0ade0f-0327-40c7-bbe5-f5269015f632	8	3.5	3.5
76e60638-9202-4ae8-86b2-3dd75037c1bf	50	1.64	1.46
fc1db53f-d87f-4a76-8fb4-b976f3f678be	50	1.64	1.46
084ec0c1-943c-4d5e-9c4c-8b173fc9c707	50	1.64	1.46
9552a5d4-7c34-4761-af72-63dad614ad75	50	1.64	1.46
4a333e63-71fd-45df-8837-76f3fff22b45	50	1.64	1.46
503f929f-566d-475e-be0a-283e16417904	50	1.64	1.46
08ecfa15-199a-4ae8-9a65-28d03ccb26f6	50	1.64	1.46
9dbde6bd-1ce5-4b83-a96d-3f9f1facbc35	100	1.82	1.73
abc3caa3-f67f-4f5a-a22c-c0ce4529e496	0	NaN	NaN
7e0dd165-9c79-4542-bf0a-b0d9478a24fe	50	1.64	1.46
5738a5e4-5064-42b4-baf1-86edd934ffbf	50	1.64	1.46
f36a0428-5734-4331-b6f5-73d24a355da2	0	NaN	NaN
e6fc9ac5-cd5c-48ab-b71e-6c1442f2fa95	50	1.64	1.46
06300480-805d-4bbc-b1c2-9c6b9a056fa3	50	1.64	1.46
5c2f7010-ba7d-4530-81fc-1a98776e0f07	50	1.64	1.46
ea0db2a7-72d2-4e5c-bde1-9f43014cdd5a	50	1.64	1.46
72167525-39a0-4c28-aa59-9df692668159	50	1.64	1.46
6e4f8ec4-dc5b-44f1-b385-375020ab1873	50	1.64	1.46
fe6ba173-6bfc-4072-bb8c-8e0c591a126e	50	1.64	1.46
7cfe7373-3ff7-48b3-8a05-4597df162945	50	1.2	1.16
fde9039f-1894-459e-b711-ee2929d8ba89	100	1.42	1.38
0497c544-84d5-4f03-a25c-6c06b82204ca	200	1.71	1.69
a516e186-cb4e-47f8-bfe5-7cb232dab127	100	1.57	1.49
0a0d9ed4-e150-43ab-9b72-b1f9e172c2ad	100	1.57	1.51
37a190c1-7e0b-46d8-a1f6-3cdf13795ae2	50	1.48	1.46
2fcbeea7-12c3-441c-8e0a-16a0672e5041	50	1.48	1.46
57e42cc8-fe6a-4411-b415-5467ae4df525	50	1.48	1.46
78ede021-765a-4cdb-9e67-e688609eba7e	75	1.7066666666666668	1.6933333333333334
